sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,INSDC_Pf8,INSDC_GenRe_GRC1,INSDC_GenRe_GRC2,INSDC_GenRe_SPEC
RCN15332,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626988,ERR14393205,ERR14393206,ERR14393207
RCN15333,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626989,ERR14393208,ERR14393209,ERR14393210
RCN15334,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15626990,ERR14393211,ERR14393212,ERR14393213
RCN15335,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Undetermined,Resistant,Sensitive,Sensitive,Sensitive,ERR15626991,ERR14393214,ERR14393215,ERR14393216
RCN15340,Laos,AmpSeqV2,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,Resistant,ERR15626994,ERR14393223,ERR14393224,ERR14393225
RCN15341,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626995,ERR14393226,ERR14393227,ERR14393228
RCN15342,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15626996,ERR14393229,ERR14393230,ERR14393231
RCN15345,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626998,ERR14393235,ERR14393236,ERR14393237
RCN15346,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15626999,ERR14393238,ERR14393239,ERR14393240
RCN15347,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627000,ERR14393241,ERR14393242,ERR14393243
RCN15348,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627001,ERR14393244,ERR14393245,ERR14393246
RCN15349,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627002,ERR14393247,ERR14393248,ERR14393249
RCN15350,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627003,ERR14393250,ERR14393251,ERR14393252
RCN15351,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627004,ERR14393253,ERR14393254,ERR14393255
RCN15352,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627005,ERR14393256,ERR14393257,ERR14393258
RCN15353,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627006,ERR14393259,ERR14393260,ERR14393261
RCN15354,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627007,ERR14393262,ERR14393263,ERR14393264
RCN15355,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627008,ERR14393265,ERR14393266,ERR14393267
RCN15356,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627009,ERR14393268,ERR14393269,ERR14393270
RCN15357,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627010,ERR14393271,ERR14393272,ERR14393273
RCN15358,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627011,ERR14393274,ERR14393275,ERR14393276
RCN15362,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627014,ERR14393283,ERR14393284,ERR14393285
RCN15366,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627018,ERR14393295,ERR14393296,ERR14393297
RCN15369,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627020,ERR14393301,ERR14393302,ERR14393303
RCN15371,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627022,ERR14393307,ERR14393308,ERR14393309
RCN15372,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627023,ERR14393310,ERR14393311,ERR14393312
RCN15373,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627024,ERR14393313,ERR14393314,ERR14393315
RCN15374,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627025,ERR14393316,ERR14393317,ERR14393318
RCN15376,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627027,ERR14393322,ERR14393323,ERR14393324
RCN15377,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627028,ERR14393325,ERR14393326,ERR14393327
RCN15381,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627032,ERR14393328,ERR14393329,ERR14393330
RCN15382,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627033,ERR14393331,ERR14393332,ERR14393333
RCN15387,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627036,ERR14393334,ERR14393335,ERR14393336
RCN15829,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627096,ERR14393340,ERR14393341,ERR14393342
RCN15845,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627099,ERR14393379,ERR14393380,ERR14393381
RCN15861,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Undetermined,Resistant,Sensitive,Sensitive,Sensitive,ERR15627102,ERR14393418,ERR14393419,ERR14393420
RCN15869,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627103,ERR14393439,ERR14393440,ERR14393441
RCN15877,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627106,ERR14393463,ERR14393464,ERR14393465
RCN15885,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627109,ERR14393487,ERR14393488,ERR14393489
RCN15887,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627111,ERR14393493,ERR14393494,ERR14393495
RCN15888,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627112,ERR14393496,ERR14393497,ERR14393498
RCN15889,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627113,ERR14393499,ERR14393500,ERR14393501
RCN15893,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627114,ERR14393511,ERR14393512,ERR14393513
RCN15894,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627115,ERR14393514,ERR14393515,ERR14393516
RCN15895,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627116,ERR14393517,ERR14393518,ERR14393519
RCN15897,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627118,ERR14393523,ERR14393524,ERR14393525
RCN15903,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627120,ERR14393538,ERR14393539,ERR14393540
RCN15904,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627121,ERR14393541,ERR14393542,ERR14393543
RCN15905,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627122,ERR14393544,ERR14393545,ERR14393546
RCN15908,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627123,ERR14393553,ERR14393554,ERR14393555
RCN15911,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627124,ERR14393562,ERR14393563,ERR14393564
RCN15912,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627125,ERR14393565,ERR14393566,ERR14393567
RCN15913,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627126,ERR14393568,ERR14393569,ERR14393570
RCN15926,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627130,ERR14393607,ERR14393608,ERR14393609
RCN15927,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627131,ERR14393610,ERR14393611,ERR14393612
RCN15928,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627132,ERR14393613,ERR14393614,ERR14393615
RCN15930,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627133,ERR14393619,ERR14393620,ERR14393621
RCN15932,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627134,ERR14393625,ERR14393626,ERR14393627
RCN15934,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627135,ERR14393631,ERR14393632,ERR14393633
RCN15936,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627136,ERR14393637,ERR14393638,ERR14393639
RCN15937,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627137,ERR14393640,ERR14393641,ERR14393642
RCN15942,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627138,ERR14393655,ERR14393656,ERR14393657
RCN15944,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627140,ERR14393661,ERR14393662,ERR14393663
RCN15946,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627141,ERR14393667,ERR14393668,ERR14393669
RCN15949,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627143,ERR14393676,ERR14393677,ERR14393678
RCN15950,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627144,ERR14393679,ERR14393680,ERR14393681
RCN15958,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627145,ERR14393700,ERR14393701,ERR14393702
RCN15961,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627148,ERR14393709,ERR14393710,ERR14393711
RCN15966,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627149,ERR14393724,ERR14393725,ERR14393726
RCN15967,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627150,ERR14393727,ERR14393728,ERR14393729
RCN15968,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627151,ERR14393730,ERR14393731,ERR14393732
RCN15975,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627156,ERR14393751,ERR14393752,ERR14393753
RCN15978,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627157,ERR14393760,ERR14393761,ERR14393762
RCN15979,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627158,ERR14393763,ERR14393764,ERR14393765
RCN15980,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627159,ERR14393766,ERR14393767,ERR14393768
RCN15982,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627160,ERR14393772,ERR14393773,ERR14393774
RCN15983,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627161,ERR14393775,ERR14393776,ERR14393777
RCN15987,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627163,ERR14393787,ERR14393788,ERR14393789
RCN15988,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627164,ERR14393790,ERR14393791,ERR14393792
RCN15989,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627165,ERR14393793,ERR14393794,ERR14393795
RCN15990,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627166,ERR14393796,ERR14393797,ERR14393798
RCN15991,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627167,ERR14393799,ERR14393800,ERR14393801
RCN15995,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627169,ERR14393808,ERR14393809,ERR14393810
RCN15997,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627171,ERR14393814,ERR14393815,ERR14393816
RCN15999,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627173,ERR14393820,ERR14393821,ERR14393822
RCN16004,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627176,ERR14393835,ERR14393836,ERR14393837
RCN16005,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627177,ERR14393838,ERR14393839,ERR14393840
RCN16006,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627178,ERR14393841,ERR14393842,ERR14393843
RCN16011,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627181,ERR14393856,ERR14393857,ERR14393858
RCN16012,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627182,ERR14393859,ERR14393860,ERR14393861
RCN16014,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627183,ERR14393865,ERR14393866,ERR14393867
RCN16015,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627184,ERR14393868,ERR14393869,ERR14393870
RCN16019,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627185,ERR14393874,ERR14393875,ERR14393876
RCN16020,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627186,ERR14393877,ERR14393878,ERR14393879
RCN16022,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627188,ERR14393883,ERR14393884,ERR14393885
RCN16023,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627189,ERR14393886,ERR14393887,ERR14393888
RCN16026,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627190,ERR14393892,ERR14393893,ERR14393894
RCN16027,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627191,ERR14393895,ERR14393896,ERR14393897
RCN16029,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627192,ERR14393898,ERR14393899,ERR14393900
RCN16036,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627194,ERR14393916,ERR14393917,ERR14393918
RCN16042,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627198,ERR14393925,ERR14393926,ERR14393927
RCN16043,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627199,ERR14393928,ERR14393929,ERR14393930
RCN16045,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627200,ERR14393934,ERR14393935,ERR14393936
RCN16046,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627201,ERR14393937,ERR14393938,ERR14393939
RCN16047,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627202,ERR14393940,ERR14393941,ERR14393942
RCN16049,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627204,ERR14393946,ERR14393947,ERR14393948
RCN16050,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627205,ERR14393949,ERR14393950,ERR14393951
RCN18470,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627257,ERR14393952,ERR14393953,ERR14393954
RCN18485,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627269,ERR14393991,ERR14393992,ERR14393993
RCN18488,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627272,ERR14394000,ERR14394001,ERR14394002
RCN18489,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627273,ERR14394003,ERR14394004,ERR14394005
RCN18493,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627275,ERR14394012,ERR14394013,ERR14394014
RCN18494,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627276,ERR14394015,ERR14394016,ERR14394017
RCN18496,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627277,ERR14394021,ERR14394022,ERR14394023
RCN18500,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627280,ERR14394033,ERR14394034,ERR14394035
RCN18503,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627282,ERR14394042,ERR14394043,ERR14394044
RCN18504,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627283,ERR14394045,ERR14394046,ERR14394047
RCN18511,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627288,ERR14394060,ERR14394061,ERR14394062
RCN18512,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627289,ERR14394063,ERR14394064,ERR14394065
RCN18513,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627290,ERR14394066,ERR14394067,ERR14394068
RCN18518,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627292,ERR14394078,ERR14394079,ERR14394080
RCN18519,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627293,ERR14394081,ERR14394082,ERR14394083
RCN18534,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627303,ERR14394123,ERR14394124,ERR14394125
RCN18536,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627304,ERR14394129,ERR14394130,ERR14394131
RCN18540,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627305,ERR14394138,ERR14394139,ERR14394140
RCN18542,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627306,ERR14394144,ERR14394145,ERR14394146
RCN18543,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627307,ERR14394147,ERR14394148,ERR14394149
RCN18549,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627310,ERR14394165,ERR14394166,ERR14394167
RCN18550,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627311,ERR14394168,ERR14394169,ERR14394170
RCN18551,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627312,ERR14394171,ERR14394172,ERR14394173
RCN18560,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627315,ERR14394195,ERR14394196,ERR14394197
RCN18565,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627317,ERR14394210,ERR14394211,ERR14394212
RCN18572,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627320,ERR14394231,ERR14394232,ERR14394233
RCN18575,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627323,ERR14394240,ERR14394241,ERR14394242
RCN18581,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627325,ERR14394258,ERR14394259,ERR14394260
RCN18586,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627328,ERR14394273,ERR14394274,ERR14394275
RCN18587,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627329,ERR14394276,ERR14394277,ERR14394278
RCN18588,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627330,ERR14394279,ERR14394280,ERR14394281
RCN18589,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627331,ERR14394282,ERR14394283,ERR14394284
RCN18590,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627332,ERR14394285,ERR14394286,ERR14394287
RCN18591,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627333,ERR14394288,ERR14394289,ERR14394290
RCN18593,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627334,ERR14394294,ERR14394295,ERR14394296
RCN18594,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627335,ERR14394297,ERR14394298,ERR14394299
RCN18603,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627336,ERR14394303,ERR14394304,ERR14394305
RCN18607,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627339,ERR14394315,ERR14394316,ERR14394317
RCN18611,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627341,ERR14394327,ERR14394328,ERR14394329
RCN18612,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627342,ERR14394330,ERR14394331,ERR14394332
RCN18613,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627343,ERR14394333,ERR14394334,ERR14394335
RCN18614,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627344,ERR14394336,ERR14394337,ERR14394338
RCN18615,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627345,ERR14394339,ERR14394340,ERR14394341
RCN18618,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627346,ERR14394348,ERR14394349,ERR14394350
