sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,S-P,S-P-IPTp,INSDC_Pf8,INSDC_Pf8_readcount,INSDC_GenRe_GRC1,INSDC_GenRe_GRC1_readcount,INSDC_GenRe_GRC2,INSDC_GenRe_GRC2_readcount,INSDC_GenRe_SPEC,INSDC_GenRe_SPEC_readcount,GenRe_GRC1_ENA_FASTQ_FTP_1,GenRe_GRC2_ENA_FASTQ_FTP_1,GenRe_SPEC_ENA_FASTQ_FTP_1,Pf8_ENA_FASTQ_FTP_1,GenRe_GRC1_ENA_FASTQ_FTP_2,GenRe_GRC2_ENA_FASTQ_FTP_2,GenRe_SPEC_ENA_FASTQ_FTP_2,Pf8_ENA_FASTQ_FTP_2
RCN12041,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625317,16929216.0,ERR14388651,34335.0,ERR14388652,38315.0,ERR14388653,1229.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14388651/ERR14388651_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14388652/ERR14388652_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14388653/ERR14388653_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15625317/ERR15625317_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14388651/ERR14388651_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14388652/ERR14388652_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14388653/ERR14388653_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15625317/ERR15625317_2.fastq.gz
RCN12043,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625319,15931176.0,ERR14388657,34192.0,ERR14388658,37423.0,ERR14388659,950.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14388657/ERR14388657_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14388658/ERR14388658_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14388659/ERR14388659_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15625319/ERR15625319_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14388657/ERR14388657_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14388658/ERR14388658_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14388659/ERR14388659_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15625319/ERR15625319_2.fastq.gz
RCN12044,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625320,14132681.0,ERR14388660,32310.0,ERR14388661,24877.0,ERR14388662,898.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14388660/ERR14388660_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14388661/ERR14388661_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14388662/ERR14388662_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15625320/ERR15625320_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14388660/ERR14388660_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14388661/ERR14388661_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14388662/ERR14388662_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15625320/ERR15625320_2.fastq.gz
RCN12051,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15625325,17759967.0,ERR14388678,33855.0,ERR14388679,29508.0,ERR14388680,891.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14388678/ERR14388678_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14388679/ERR14388679_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14388680/ERR14388680_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15625325/ERR15625325_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14388678/ERR14388678_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14388679/ERR14388679_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14388680/ERR14388680_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15625325/ERR15625325_2.fastq.gz
RCN12058,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625330,5825007.0,ERR14388696,26748.0,ERR14388697,23436.0,ERR14388698,983.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14388696/ERR14388696_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14388697/ERR14388697_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14388698/ERR14388698_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15625330/ERR15625330_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14388696/ERR14388696_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14388697/ERR14388697_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14388698/ERR14388698_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15625330/ERR15625330_2.fastq.gz
RCN12059,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625331,10500786.0,ERR14388699,34017.0,ERR14388700,33064.0,ERR14388701,1078.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14388699/ERR14388699_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14388700/ERR14388700_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14388701/ERR14388701_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15625331/ERR15625331_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14388699/ERR14388699_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14388700/ERR14388700_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14388701/ERR14388701_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15625331/ERR15625331_2.fastq.gz
RCN12060,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,ERR15625332,11040932.0,ERR14388702,37645.0,ERR14388703,34137.0,ERR14388704,958.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14388702/ERR14388702_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14388703/ERR14388703_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14388704/ERR14388704_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15625332/ERR15625332_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14388702/ERR14388702_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14388703/ERR14388703_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14388704/ERR14388704_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15625332/ERR15625332_2.fastq.gz
RCN12070,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15625339,13137213.0,ERR14388726,28988.0,ERR14388727,24259.0,ERR14388728,454.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14388726/ERR14388726_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14388727/ERR14388727_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14388728/ERR14388728_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15625339/ERR15625339_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14388726/ERR14388726_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14388727/ERR14388727_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14388728/ERR14388728_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15625339/ERR15625339_2.fastq.gz
RCN12071,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625340,15961922.0,ERR14388729,32661.0,ERR14388730,32511.0,ERR14388731,844.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14388729/ERR14388729_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14388730/ERR14388730_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14388731/ERR14388731_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15625340/ERR15625340_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14388729/ERR14388729_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14388730/ERR14388730_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14388731/ERR14388731_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15625340/ERR15625340_2.fastq.gz
RCN12072,Vietnam,AmpSeqV1,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15625341,18313927.0,ERR14388732,40088.0,ERR14388733,35474.0,ERR14388734,835.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14388732/ERR14388732_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14388733/ERR14388733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388734/ERR14388734_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15625341/ERR15625341_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14388732/ERR14388732_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14388733/ERR14388733_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388734/ERR14388734_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15625341/ERR15625341_2.fastq.gz
RCN12075,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15625344,7737959.0,ERR14388741,42097.0,ERR14388742,35935.0,ERR14388743,1436.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14388741/ERR14388741_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14388742/ERR14388742_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14388743/ERR14388743_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/044/ERR15625344/ERR15625344_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14388741/ERR14388741_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14388742/ERR14388742_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14388743/ERR14388743_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/044/ERR15625344/ERR15625344_2.fastq.gz
RCN12076,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,ERR15625345,9981052.0,ERR14388744,37664.0,ERR14388745,29405.0,ERR14388746,769.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14388744/ERR14388744_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14388745/ERR14388745_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/046/ERR14388746/ERR14388746_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15625345/ERR15625345_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14388744/ERR14388744_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14388745/ERR14388745_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/046/ERR14388746/ERR14388746_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15625345/ERR15625345_2.fastq.gz
RCN12079,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15625347,16642714.0,ERR14388753,40161.0,ERR14388754,33250.0,ERR14388755,1221.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14388753/ERR14388753_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14388754/ERR14388754_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14388755/ERR14388755_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/047/ERR15625347/ERR15625347_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14388753/ERR14388753_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14388754/ERR14388754_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14388755/ERR14388755_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/047/ERR15625347/ERR15625347_2.fastq.gz
RCN12080,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15625348,5798079.0,ERR14388756,25179.0,ERR14388757,21613.0,ERR14388758,1080.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14388756/ERR14388756_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14388757/ERR14388757_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14388758/ERR14388758_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15625348/ERR15625348_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14388756/ERR14388756_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14388757/ERR14388757_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14388758/ERR14388758_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15625348/ERR15625348_2.fastq.gz
RCN12082,Vietnam,AmpSeqV1,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,ERR15625350,7157232.0,ERR14388762,29366.0,ERR14388763,27724.0,ERR14388764,1291.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14388762/ERR14388762_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14388763/ERR14388763_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14388764/ERR14388764_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15625350/ERR15625350_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14388762/ERR14388762_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14388763/ERR14388763_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14388764/ERR14388764_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15625350/ERR15625350_2.fastq.gz
RCN12083,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625351,13373543.0,ERR14388765,34390.0,ERR14388766,31626.0,ERR14388767,734.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14388765/ERR14388765_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14388766/ERR14388766_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14388767/ERR14388767_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15625351/ERR15625351_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14388765/ERR14388765_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14388766/ERR14388766_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14388767/ERR14388767_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15625351/ERR15625351_2.fastq.gz
RCN12084,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625352,10878629.0,ERR14388768,36918.0,ERR14388769,34118.0,ERR14388770,661.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14388768/ERR14388768_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14388769/ERR14388769_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14388770/ERR14388770_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15625352/ERR15625352_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14388768/ERR14388768_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14388769/ERR14388769_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14388770/ERR14388770_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15625352/ERR15625352_2.fastq.gz
RCN12100,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625357,13302509.0,ERR14388807,37298.0,ERR14388808,34034.0,ERR14388809,527.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14388807/ERR14388807_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14388808/ERR14388808_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14388809/ERR14388809_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15625357/ERR15625357_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14388807/ERR14388807_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14388808/ERR14388808_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14388809/ERR14388809_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15625357/ERR15625357_2.fastq.gz
RCN12103,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625358,12904030.0,ERR14388816,32098.0,ERR14388817,34759.0,ERR14388818,1072.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14388816/ERR14388816_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14388817/ERR14388817_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14388818/ERR14388818_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15625358/ERR15625358_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14388816/ERR14388816_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14388817/ERR14388817_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14388818/ERR14388818_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15625358/ERR15625358_2.fastq.gz
RCN12111,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625361,3720083.0,ERR14388834,25538.0,ERR14388835,24154.0,ERR14388836,1081.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388834/ERR14388834_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14388835/ERR14388835_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14388836/ERR14388836_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/061/ERR15625361/ERR15625361_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388834/ERR14388834_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14388835/ERR14388835_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14388836/ERR14388836_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/061/ERR15625361/ERR15625361_2.fastq.gz
RCN12112,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625362,14344311.0,ERR14388837,34576.0,ERR14388838,28288.0,ERR14388839,1011.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14388837/ERR14388837_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14388838/ERR14388838_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14388839/ERR14388839_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/062/ERR15625362/ERR15625362_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14388837/ERR14388837_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14388838/ERR14388838_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14388839/ERR14388839_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/062/ERR15625362/ERR15625362_2.fastq.gz
RCN12115,Vietnam,AmpSeqV1,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15625364,12365816.0,ERR14388843,32688.0,ERR14388844,27928.0,ERR14388845,748.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14388843/ERR14388843_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14388844/ERR14388844_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14388845/ERR14388845_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/064/ERR15625364/ERR15625364_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14388843/ERR14388843_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14388844/ERR14388844_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14388845/ERR14388845_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/064/ERR15625364/ERR15625364_2.fastq.gz
